candidate_name,district,constituency,party,votes_total,vote_share_pct,position,gender,age,assets,liabilities,criminal_cases
,,Sankarapuram,,,,17,,,,,
,,Sankarapuram,,,,16,,,,,
,,Sankarapuram,,,,12,,,,,
,,Sankarapuram,,,,10,,,,,
,,Sankarapuram,,,,3,,,,,
,,Sankarapuram,,,,2,,,,,
,,Sankarapuram,,,,9,,,,,
,,Sankarapuram,,,,4,,,,,
,,Sankarapuram,,,,18,,,,,
,,Sankarapuram,,,,11,,,,,
,,Sankarapuram,,,,15,,,,,
,,Sankarapuram,,,,13,,,,,
,,Sankarapuram,,,,14,,,,,
,,Sankarapuram,,,,5,,,,,
,,Sankarapuram,,,,7,,,,,
,,Sankarapuram,,,,20,,,,,
,,Sankarapuram,,,,19,,,,,
,,Sankarapuram,,,,6,,,,,
,,Kallakurichi,,,,10,,,,,
,,Kallakurichi,,,,3,,,,,
,,Kallakurichi,,,,2,,,,,
,,Kallakurichi,,,,4,,,,,
,,Kallakurichi,,,,1,,,,,
,,Kallakurichi,,,,13,,,,,
,,Kallakurichi,,,,9,,,,,
,,Kallakurichi,,,,6,,,,,
,,Kallakurichi,,,,8,,,,,
,,Kallakurichi,,,,17,,,,,
,,Kallakurichi,,,,11,,,,,
,,Kallakurichi,,,,7,,,,,
,,Kallakurichi,,,,15,,,,,
,,Kallakurichi,,,,18,,,,,
,,Kallakurichi,,,,14,,,,,
,,Kallakurichi,,,,16,,,,,
,,Kallakurichi,,,,12,,,,,
,,Kallakurichi,,,,5,,,,,
,,Gangavalli,,,,8,,,,,
,,Gangavalli,,,,1,,,,,
,,Gangavalli,,,,2,,,,,
,,Gangavalli,,,,6,,,,,
,,Gangavalli,,,,4,,,,,
,,Gangavalli,,,,7,,,,,
,,Gangavalli,,,,3,,,,,
,,Gangavalli,,,,12,,,,,
,,Gangavalli,,,,11,,,,,
,,Gangavalli,,,,9,,,,,
,,Gangavalli,,,,10,,,,,
,,Gangavalli,,,,5,,,,,
,,Attur,,,,2,,,,,
,,Attur,,,,7,,,,,
,,Attur,,,,1,,,,,
,,Attur,,,,3,,,,,
,,Attur,,,,9,,,,,
,,Attur,,,,4,,,,,
,,Attur,,,,6,,,,,
,,Attur,,,,12,,,,,
,,Attur,,,,11,,,,,
,,Attur,,,,8,,,,,
,,Attur,,,,10,,,,,
,,Attur,,,,5,,,,,
,,Yercaud,,,,4,,,,,
,,Yercaud,,,,1,,,,,
,,Yercaud,,,,2,,,,,
,,Yercaud,,,,8,,,,,
,,Yercaud,,,,6,,,,,
,,Yercaud,,,,3,,,,,
,,Yercaud,,,,12,,,,,
,,Yercaud,,,,14,,,,,
,,Yercaud,,,,13,,,,,
,,Yercaud,,,,11,,,,,
,,Yercaud,,,,10,,,,,
,,Yercaud,,,,9,,,,,
,,Yercaud,,,,7,,,,,
,,Yercaud,,,,5,,,,,
,,Omalur,,,,8,,,,,
,,Omalur,,,,1,,,,,
,,Omalur,,,,2,,,,,
,,Omalur,,,,6,,,,,
,,Omalur,,,,4,,,,,
,,Omalur,,,,12,,,,,
,,Omalur,,,,7,,,,,
,,Omalur,,,,3,,,,,
,,Omalur,,,,14,,,,,
,,Omalur,,,,16,,,,,
,,Omalur,,,,15,,,,,
,,Omalur,,,,13,,,,,
,,Omalur,,,,11,,,,,
,,Omalur,,,,9,,,,,
,,Omalur,,,,10,,,,,
,,Omalur,,,,5,,,,,
,,Mettur,,,,2,,,,,
,,Mettur,,,,7,,,,,
,,Mettur,,,,4,,,,,
,,Mettur,,,,1,,,,,
,,Mettur,,,,8,,,,,
,,Mettur,,,,10,,,,,
,,Mettur,,,,3,,,,,
,,Mettur,,,,14,,,,,
,,Mettur,,,,9,,,,,
,,Mettur,,,,15,,,,,
,,Mettur,,,,11,,,,,
,,Mettur,,,,5,,,,,
,,Mettur,,,,13,,,,,
,,Mettur,,,,12,,,,,
,,Mettur,,,,6,,,,,
,,Edappadi,,,,2,,,,,
,,Edappadi,,,,1,,,,,
,,Edappadi,,,,6,,,,,
,,Edappadi,,,,18,,,,,
,,Edappadi,,,,19,,,,,
,,Edappadi,,,,23,,,,,
,,Edappadi,,,,4,,,,,
,,Edappadi,,,,7,,,,,
,,Edappadi,,,,25,,,,,
,,Edappadi,,,,17,,,,,
,,Edappadi,,,,3,,,,,
,,Edappadi,,,,12,,,,,
,,Edappadi,,,,21,,,,,
,,Edappadi,,,,16,,,,,
,,Edappadi,,,,9,,,,,
,,Edappadi,,,,8,,,,,
,,Edappadi,,,,11,,,,,
,,Edappadi,,,,10,,,,,
,,Edappadi,,,,22,,,,,
,,Edappadi,,,,26,,,,,
,,Edappadi,,,,28,,,,,
,,Edappadi,,,,29,,,,,
,,Edappadi,,,,24,,,,,
,,Edappadi,,,,27,,,,,
,,Edappadi,,,,20,,,,,
,,Edappadi,,,,15,,,,,
,,Edappadi,,,,13,,,,,
,,Edappadi,,,,14,,,,,
,,Edappadi,,,,5,,,,,
,,Sankari,,,,1,,,,,
,,Sankari,,,,2,,,,,
,,Sankari,,,,8,,,,,
,,Sankari,,,,4,,,,,
,,Sankari,,,,5,,,,,
,,Sankari,,,,19,,,,,
,,Sankari,,,,3,,,,,
,,Sankari,,,,13,,,,,
,,Sankari,,,,15,,,,,
,,Sankari,,,,20,,,,,
,,Sankari,,,,14,,,,,
,,Sankari,,,,21,,,,,
,,Sankari,,,,18,,,,,
,,Sankari,,,,12,,,,,
,,Sankari,,,,9,,,,,
,,Sankari,,,,7,,,,,
,,Sankari,,,,10,,,,,
,,Sankari,,,,11,,,,,
,,Sankari,,,,22,,,,,
,,Sankari,,,,24,,,,,
,,Sankari,,,,23,,,,,
,,Sankari,,,,17,,,,,
,,Sankari,,,,16,,,,,
,,Sankari,,,,6,,,,,
,,Salem (West),,,,5,,,,,
,,Salem (West),,,,11,,,,,
,,Salem (West),,,,2,,,,,
,,Salem (West),,,,1,,,,,
,,Salem (West),,,,9,,,,,
,,Salem (West),,,,8,,,,,
,,Salem (West),,,,24,,,,,
,,Salem (West),,,,4,,,,,
,,Salem (West),,,,3,,,,,
,,Salem (West),,,,17,,,,,
,,Salem (West),,,,7,,,,,
,,Salem (West),,,,22,,,,,
,,Salem (West),,,,13,,,,,
,,Salem (West),,,,15,,,,,
,,Salem (West),,,,27,,,,,
,,Salem (West),,,,16,,,,,
,,Salem (West),,,,25,,,,,
,,Salem (West),,,,12,,,,,
,,Salem (West),,,,14,,,,,
,,Salem (West),,,,10,,,,,
,,Salem (West),,,,23,,,,,
,,Salem (West),,,,29,,,,,
,,Salem (West),,,,28,,,,,
,,Salem (West),,,,21,,,,,
,,Salem (West),,,,26,,,,,
,,Salem (West),,,,20,,,,,
,,Salem (West),,,,18,,,,,
,,Salem (West),,,,19,,,,,
,,Salem (West),,,,6,,,,,
,,Salem (North),,,,1,,,,,
,,Salem (North),,,,7,,,,,
,,Salem (North),,,,2,,,,,
,,Salem (North),,,,8,,,,,
,,Salem (North),,,,13,,,,,
,,Salem (North),,,,4,,,,,
,,Salem (North),,,,3,,,,,
,,Salem (North),,,,6,,,,,
,,Salem (North),,,,19,,,,,
,,Salem (North),,,,21,,,,,
,,Salem (North),,,,16,,,,,
,,Salem (North),,,,14,,,,,
,,Salem (North),,,,15,,,,,
,,Salem (North),,,,12,,,,,
,,Salem (North),,,,17,,,,,
,,Salem (North),,,,10,,,,,
,,Salem (North),,,,9,,,,,
,,Salem (North),,,,20,,,,,
,,Salem (North),,,,11,,,,,
,,Salem (North),,,,18,,,,,
,,Salem (North),,,,5,,,,,
,,Salem (South),,,,2,,,,,
,,Salem (South),,,,1,,,,,
,,Salem (South),,,,7,,,,,
,,Salem (South),,,,16,,,,,
,,Salem (South),,,,15,,,,,
,,Salem (South),,,,14,,,,,
,,Salem (South),,,,3,,,,,
,,Salem (South),,,,4,,,,,
,,Salem (South),,,,20,,,,,
,,Salem (South),,,,5,,,,,
,,Salem (South),,,,12,,,,,
,,Salem (South),,,,22,,,,,
,,Salem (South),,,,18,,,,,
,,Salem (South),,,,17,,,,,
,,Salem (South),,,,11,,,,,
,,Salem (South),,,,8,,,,,
,,Salem (South),,,,10,,,,,
,,Salem (South),,,,9,,,,,
,,Salem (South),,,,19,,,,,
,,Salem (South),,,,21,,,,,
,,Salem (South),,,,25,,,,,
,,Salem (South),,,,23,,,,,
,,Salem (South),,,,24,,,,,
,,Salem (South),,,,13,,,,,
,,Salem (South),,,,6,,,,,
,,Veerapandi,,,,8,,,,,
,,Veerapandi,,,,2,,,,,
,,Veerapandi,,,,1,,,,,
,,Veerapandi,,,,6,,,,,
,,Veerapandi,,,,16,,,,,
,,Veerapandi,,,,4,,,,,
,,Veerapandi,,,,18,,,,,
,,Veerapandi,,,,14,,,,,
,,Veerapandi,,,,20,,,,,
,,Veerapandi,,,,15,,,,,
,,Veerapandi,,,,3,,,,,
,,Veerapandi,,,,12,,,,,
,,Veerapandi,,,,17,,,,,
,,Veerapandi,,,,10,,,,,
,,Veerapandi,,,,13,,,,,
,,Veerapandi,,,,7,,,,,
,,Veerapandi,,,,21,,,,,
,,Veerapandi,,,,11,,,,,
,,Veerapandi,,,,9,,,,,
,,Veerapandi,,,,19,,,,,
,,Veerapandi,,,,5,,,,,
,,Rasipuram,,,,2,,,,,
,,Rasipuram,,,,1,,,,,
,,Rasipuram,,,,8,,,,,
,,Rasipuram,,,,9,,,,,
,,Rasipuram,,,,6,,,,,
,,Rasipuram,,,,5,,,,,
,,Rasipuram,,,,3,,,,,
,,Rasipuram,,,,11,,,,,
,,Rasipuram,,,,12,,,,,
,,Rasipuram,,,,16,,,,,
,,Rasipuram,,,,10,,,,,
,,Rasipuram,,,,14,,,,,
,,Rasipuram,,,,15,,,,,
,,Rasipuram,,,,13,,,,,
,,Rasipuram,,,,7,,,,,
,,Rasipuram,,,,4,,,,,
,,Senthamangalam,,,,2,,,,,
,,Senthamangalam,,,,1,,,,,
,,Senthamangalam,,,,6,,,,,
,,Senthamangalam,,,,8,,,,,
,,Senthamangalam,,,,3,,,,,
,,Senthamangalam,,,,12,,,,,
,,Senthamangalam,,,,4,,,,,
,,Senthamangalam,,,,11,,,,,
,,Senthamangalam,,,,16,,,,,
,,Senthamangalam,,,,14,,,,,
,,Senthamangalam,,,,15,,,,,
,,Senthamangalam,,,,10,,,,,
,,Senthamangalam,,,,13,,,,,
,,Senthamangalam,,,,9,,,,,
,,Senthamangalam,,,,7,,,,,
,,Senthamangalam,,,,5,,,,,
,,Namakkal,,,,10,,,,,
,,Namakkal,,,,18,,,,,
,,Namakkal,,,,6,,,,,
,,Namakkal,,,,2,,,,,
,,Namakkal,,,,1,,,,,
,,Namakkal,,,,4,,,,,
,,Namakkal,,,,8,,,,,
,,Namakkal,,,,16,,,,,
,,Namakkal,,,,26,,,,,
,,Namakkal,,,,25,,,,,
,,Namakkal,,,,17,,,,,
,,Namakkal,,,,7,,,,,
,,Namakkal,,,,15,,,,,
,,Namakkal,,,,3,,,,,
,,Namakkal,,,,20,,,,,
,,Namakkal,,,,9,,,,,
,,Namakkal,,,,13,,,,,
,,Namakkal,,,,27,,,,,
,,Namakkal,,,,21,,,,,
,,Namakkal,,,,14,,,,,
,,Namakkal,,,,11,,,,,
,,Namakkal,,,,12,,,,,
,,Namakkal,,,,23,,,,,
,,Namakkal,,,,19,,,,,
,,Namakkal,,,,24,,,,,
,,Namakkal,,,,22,,,,,
,,Namakkal,,,,5,,,,,
,,Paramathi-Velur,,,,7,,,,,
,,Paramathi-Velur,,,,1,,,,,
,,Paramathi-Velur,,,,2,,,,,
,,Paramathi-Velur,,,,5,,,,,
,,Paramathi-Velur,,,,16,,,,,
,,Paramathi-Velur,,,,4,,,,,
,,Paramathi-Velur,,,,17,,,,,
,,Paramathi-Velur,,,,3,,,,,
,,Paramathi-Velur,,,,21,,,,,
,,Paramathi-Velur,,,,24,,,,,
,,Paramathi-Velur,,,,23,,,,,
,,Paramathi-Velur,,,,22,,,,,
,,Paramathi-Velur,,,,15,,,,,
,,Paramathi-Velur,,,,9,,,,,
,,Paramathi-Velur,,,,10,,,,,
,,Paramathi-Velur,,,,8,,,,,
,,Paramathi-Velur,,,,14,,,,,
,,Paramathi-Velur,,,,11,,,,,
,,Paramathi-Velur,,,,13,,,,,
,,Paramathi-Velur,,,,12,,,,,
,,Paramathi-Velur,,,,19,,,,,
,,Paramathi-Velur,,,,28,,,,,
,,Paramathi-Velur,,,,27,,,,,
,,Paramathi-Velur,,,,26,,,,,
,,Paramathi-Velur,,,,25,,,,,
,,Paramathi-Velur,,,,20,,,,,
,,Paramathi-Velur,,,,18,,,,,
,,Paramathi-Velur,,,,6,,,,,
,,Tiruchengodu,,,,1,,,,,
,,Tiruchengodu,,,,2,,,,,
,,Tiruchengodu,,,,7,,,,,
,,Tiruchengodu,,,,15,,,,,
,,Tiruchengodu,,,,21,,,,,
,,Tiruchengodu,,,,12,,,,,
,,Tiruchengodu,,,,3,,,,,
,,Tiruchengodu,,,,18,,,,,
,,Tiruchengodu,,,,4,,,,,
,,Tiruchengodu,,,,8,,,,,
,,Tiruchengodu,,,,26,,,,,
,,Tiruchengodu,,,,23,,,,,
,,Tiruchengodu,,,,27,,,,,
,,Tiruchengodu,,,,13,,,,,
,,Tiruchengodu,,,,11,,,,,
,,Tiruchengodu,,,,6,,,,,
,,Tiruchengodu,,,,9,,,,,
,,Tiruchengodu,,,,14,,,,,
,,Tiruchengodu,,,,28,,,,,
,,Tiruchengodu,,,,20,,,,,
,,Tiruchengodu,,,,29,,,,,
,,Tiruchengodu,,,,16,,,,,
,,Tiruchengodu,,,,22,,,,,
,,Tiruchengodu,,,,10,,,,,
,,Tiruchengodu,,,,25,,,,,
,,Tiruchengodu,,,,24,,,,,
,,Tiruchengodu,,,,19,,,,,
,,Tiruchengodu,,,,17,,,,,
,,Tiruchengodu,,,,5,,,,,
,,Kumarapalayam,,,,7,,,,,
,,Kumarapalayam,,,,1,,,,,
,,Kumarapalayam,,,,2,,,,,
,,Kumarapalayam,,,,5,,,,,
,,Kumarapalayam,,,,9,,,,,
,,Kumarapalayam,,,,23,,,,,
,,Kumarapalayam,,,,18,,,,,
,,Kumarapalayam,,,,3,,,,,
,,Kumarapalayam,,,,17,,,,,
,,Kumarapalayam,,,,4,,,,,
,,Kumarapalayam,,,,21,,,,,
,,Kumarapalayam,,,,15,,,,,
,,Kumarapalayam,,,,22,,,,,
,,Kumarapalayam,,,,12,,,,,
,,Kumarapalayam,,,,11,,,,,
,,Kumarapalayam,,,,8,,,,,
,,Kumarapalayam,,,,16,,,,,
,,Kumarapalayam,,,,10,,,,,
,,Kumarapalayam,,,,14,,,,,
,,Kumarapalayam,,,,25,,,,,
,,Kumarapalayam,,,,13,,,,,
,,Kumarapalayam,,,,30,,,,,
,,Kumarapalayam,,,,27,,,,,
,,Kumarapalayam,,,,29,,,,,
,,Kumarapalayam,,,,24,,,,,
,,Kumarapalayam,,,,26,,,,,
,,Kumarapalayam,,,,28,,,,,
,,Kumarapalayam,,,,20,,,,,
,,Kumarapalayam,,,,19,,,,,
,,Kumarapalayam,,,,6,,,,,
,,Erode (East),,,,8,,,,,
,,Erode (East),,,,1,,,,,
,,Erode (East),,,,2,,,,,
,,Erode (East),,,,7,,,,,
,,Erode (East),,,,3,,,,,
,,Erode (East),,,,12,,,,,
,,Erode (East),,,,6,,,,,
,,Erode (East),,,,13,,,,,
,,Erode (East),,,,4,,,,,
,,Erode (East),,,,14,,,,,
,,Erode (East),,,,15,,,,,
,,Erode (East),,,,9,,,,,
,,Erode (East),,,,11,,,,,
,,Erode (East),,,,10,,,,,
,,Erode (East),,,,5,,,,,
,,Erode (West),,,,2,,,,,
,,Erode (West),,,,7,,,,,
,,Erode (West),,,,1,,,,,
,,Erode (West),,,,3,,,,,
,,Erode (West),,,,12,,,,,
,,Erode (West),,,,6,,,,,
,,Erode (West),,,,13,,,,,
,,Erode (West),,,,4,,,,,
,,Erode (West),,,,16,,,,,
,,Erode (West),,,,14,,,,,
,,Erode (West),,,,15,,,,,
,,Erode (West),,,,11,,,,,
,,Erode (West),,,,9,,,,,
,,Erode (West),,,,8,,,,,
,,Erode (West),,,,10,,,,,
,,Erode (West),,,,5,,,,,
,,Modakkurichi,,,,1,,,,,
,,Modakkurichi,,,,2,,,,,
,,Modakkurichi,,,,7,,,,,
,,Modakkurichi,,,,6,,,,,
,,Modakkurichi,,,,3,,,,,
,,Modakkurichi,,,,13,,,,,
,,Modakkurichi,,,,16,,,,,
,,Modakkurichi,,,,11,,,,,
,,Modakkurichi,,,,15,,,,,
,,Modakkurichi,,,,4,,,,,
,,Modakkurichi,,,,12,,,,,
,,Modakkurichi,,,,8,,,,,
,,Modakkurichi,,,,14,,,,,
,,Modakkurichi,,,,10,,,,,
,,Modakkurichi,,,,9,,,,,
,,Modakkurichi,,,,5,,,,,
,,Dharapuram,,,,1,,,,,
,,Dharapuram,,,,2,,,,,
,,Dharapuram,,,,9,,,,,
,,Dharapuram,,,,6,,,,,
,,Dharapuram,,,,4,,,,,
,,Dharapuram,,,,15,,,,,
,,Dharapuram,,,,11,,,,,
,,Dharapuram,,,,3,,,,,
,,Dharapuram,,,,14,,,,,
,,Dharapuram,,,,7,,,,,
,,Dharapuram,,,,12,,,,,
,,Dharapuram,,,,13,,,,,
,,Dharapuram,,,,10,,,,,
,,Dharapuram,,,,8,,,,,
,,Dharapuram,,,,5,,,,,
,,Kangayam,,,,8,,,,,
,,Kangayam,,,,1,,,,,
,,Kangayam,,,,2,,,,,
,,Kangayam,,,,3,,,,,
,,Kangayam,,,,15,,,,,
,,Kangayam,,,,6,,,,,
,,Kangayam,,,,4,,,,,
,,Kangayam,,,,7,,,,,
,,Kangayam,,,,13,,,,,
,,Kangayam,,,,24,,,,,
,,Kangayam,,,,18,,,,,
,,Kangayam,,,,25,,,,,
,,Kangayam,,,,16,,,,,
,,Kangayam,,,,14,,,,,
,,Kangayam,,,,11,,,,,
,,Kangayam,,,,10,,,,,
,,Kangayam,,,,17,,,,,
,,Kangayam,,,,12,,,,,
,,Kangayam,,,,9,,,,,
,,Kangayam,,,,19,,,,,
,,Kangayam,,,,27,,,,,
,,Kangayam,,,,20,,,,,
,,Kangayam,,,,26,,,,,
,,Kangayam,,,,23,,,,,
,,Kangayam,,,,21,,,,,
,,Kangayam,,,,22,,,,,
,,Kangayam,,,,5,,,,,
,,Perundurai,,,,9,,,,,
,,Perundurai,,,,2,,,,,
,,Perundurai,,,,7,,,,,
,,Perundurai,,,,1,,,,,
,,Perundurai,,,,11,,,,,
,,Perundurai,,,,5,,,,,
,,Perundurai,,,,21,,,,,
,,Perundurai,,,,22,,,,,
,,Perundurai,,,,3,,,,,
,,Perundurai,,,,19,,,,,
,,Perundurai,,,,16,,,,,
,,Perundurai,,,,24,,,,,
,,Perundurai,,,,14,,,,,
,,Perundurai,,,,6,,,,,
,,Perundurai,,,,10,,,,,
,,Perundurai,,,,12,,,,,
,,Perundurai,,,,15,,,,,
,,Perundurai,,,,4,,,,,
,,Perundurai,,,,18,,,,,
,,Perundurai,,,,17,,,,,
,,Perundurai,,,,23,,,,,
,,Perundurai,,,,26,,,,,
,,Perundurai,,,,13,,,,,
,,Perundurai,,,,25,,,,,
,,Perundurai,,,,20,,,,,
,,Perundurai,,,,8,,,,,
,,Bhavani,,,,1,,,,,
,,Bhavani,,,,9,,,,,
,,Bhavani,,,,2,,,,,
,,Bhavani,,,,8,,,,,
,,Bhavani,,,,4,,,,,
,,Bhavani,,,,3,,,,,
,,Bhavani,,,,7,,,,,
,,Bhavani,,,,11,,,,,
,,Bhavani,,,,14,,,,,
,,Bhavani,,,,15,,,,,
,,Bhavani,,,,13,,,,,
,,Bhavani,,,,6,,,,,
,,Bhavani,,,,10,,,,,
,,Bhavani,,,,12,,,,,
,,Bhavani,,,,5,,,,,
,,Anthiyur,,,,2,,,,,
,,Anthiyur,,,,8,,,,,
,,Anthiyur,,,,1,,,,,
,,Anthiyur,,,,4,,,,,
,,Anthiyur,,,,3,,,,,
,,Anthiyur,,,,6,,,,,
,,Anthiyur,,,,21,,,,,
,,Anthiyur,,,,5,,,,,
,,Anthiyur,,,,13,,,,,
,,Anthiyur,,,,15,,,,,
,,Anthiyur,,,,19,,,,,
,,Anthiyur,,,,17,,,,,
,,Anthiyur,,,,14,,,,,
,,Anthiyur,,,,11,,,,,
,,Anthiyur,,,,16,,,,,
,,Anthiyur,,,,10,,,,,
,,Anthiyur,,,,9,,,,,
,,Anthiyur,,,,18,,,,,
,,Anthiyur,,,,12,,,,,
,,Anthiyur,,,,20,,,,,
,,Anthiyur,,,,7,,,,,
,,Gobichettipalayam,,,,1,,,,,
,,Gobichettipalayam,,,,7,,,,,
,,Gobichettipalayam,,,,2,,,,,
,,Gobichettipalayam,,,,13,,,,,
,,Gobichettipalayam,,,,3,,,,,
,,Gobichettipalayam,,,,5,,,,,
,,Gobichettipalayam,,,,4,,,,,
,,Gobichettipalayam,,,,19,,,,,
,,Gobichettipalayam,,,,18,,,,,
,,Gobichettipalayam,,,,20,,,,,
,,Gobichettipalayam,,,,14,,,,,
,,Gobichettipalayam,,,,15,,,,,
,,Gobichettipalayam,,,,11,,,,,
,,Gobichettipalayam,,,,12,,,,,
,,Gobichettipalayam,,,,16,,,,,
,,Gobichettipalayam,,,,8,,,,,
,,Gobichettipalayam,,,,9,,,,,
,,Gobichettipalayam,,,,17,,,,,
,,Gobichettipalayam,,,,10,,,,,
,,Gobichettipalayam,,,,6,,,,,
,,Bhavanisagar,,,,7,,,,,
,,Bhavanisagar,,,,2,,,,,
,,Bhavanisagar,,,,1,,,,,
,,Bhavanisagar,,,,5,,,,,
,,Bhavanisagar,,,,4,,,,,
,,Bhavanisagar,,,,3,,,,,
,,Bhavanisagar,,,,6,,,,,
,,Udhagamandalam,,,,1,,,,,
,,Udhagamandalam,,,,2,,,,,
,,Udhagamandalam,,,,4,,,,,
,,Udhagamandalam,,,,6,,,,,
,,Udhagamandalam,,,,3,,,,,
,,Udhagamandalam,,,,7,,,,,
,,Udhagamandalam,,,,9,,,,,
,,Udhagamandalam,,,,10,,,,,
,,Udhagamandalam,,,,8,,,,,
,,Udhagamandalam,,,,5,,,,,
,,Gudalur,,,,2,,,,,
,,Gudalur,,,,1,,,,,
,,Gudalur,,,,4,,,,,
,,Gudalur,,,,3,,,,,
,,Gudalur,,,,6,,,,,
,,Gudalur,,,,8,,,,,
,,Gudalur,,,,7,,,,,
,,Gudalur,,,,5,,,,,
,,Coonoor,,,,9,,,,,
,,Coonoor,,,,1,,,,,
,,Coonoor,,,,2,,,,,
,,Coonoor,,,,8,,,,,
,,Coonoor,,,,5,,,,,
,,Coonoor,,,,4,,,,,
,,Coonoor,,,,3,,,,,
,,Coonoor,,,,11,,,,,
,,Coonoor,,,,10,,,,,
,,Coonoor,,,,7,,,,,
,,Coonoor,,,,6,,,,,
,,Mettuppalayam,,,,2,,,,,
,,Mettuppalayam,,,,1,,,,,
,,Mettuppalayam,,,,5,,,,,
,,Mettuppalayam,,,,7,,,,,
,,Mettuppalayam,,,,3,,,,,
,,Mettuppalayam,,,,10,,,,,
,,Mettuppalayam,,,,8,,,,,
,,Mettuppalayam,,,,11,,,,,
,,Mettuppalayam,,,,9,,,,,
,,Mettuppalayam,,,,6,,,,,
,,Mettuppalayam,,,,4,,,,,
,,Avanashi,,,,2,,,,,
,,Avanashi,,,,1,,,,,
,,Avanashi,,,,7,,,,,
,,Avanashi,,,,5,,,,,
,,Avanashi,,,,13,,,,,
,,Avanashi,,,,3,,,,,
,,Avanashi,,,,4,,,,,
,,Avanashi,,,,12,,,,,
,,Avanashi,,,,11,,,,,
,,Avanashi,,,,10,,,,,
,,Avanashi,,,,9,,,,,
,,Avanashi,,,,8,,,,,
,,Avanashi,,,,6,,,,,
,,Tiruppur (North),,,,8,,,,,
,,Tiruppur (North),,,,2,,,,,
,,Tiruppur (North),,,,5,,,,,
,,Tiruppur (North),,,,1,,,,,
,,Tiruppur (North),,,,7,,,,,
,,Tiruppur (North),,,,3,,,,,
,,Tiruppur (North),,,,4,,,,,
,,Tiruppur (North),,,,9,,,,,
,,Tiruppur (North),,,,14,,,,,
,,Tiruppur (North),,,,11,,,,,
,,Tiruppur (North),,,,16,,,,,
,,Tiruppur (North),,,,15,,,,,
,,Tiruppur (North),,,,12,,,,,
,,Tiruppur (North),,,,13,,,,,
,,Tiruppur (North),,,,10,,,,,
,,Tiruppur (North),,,,6,,,,,
,,Tiruppur (South),,,,2,,,,,
,,Tiruppur (South),,,,8,,,,,
,,Tiruppur (South),,,,1,,,,,
,,Tiruppur (South),,,,7,,,,,
,,Tiruppur (South),,,,4,,,,,
,,Tiruppur (South),,,,3,,,,,
,,Tiruppur (South),,,,14,,,,,
,,Tiruppur (South),,,,5,,,,,
,,Tiruppur (South),,,,11,,,,,
,,Tiruppur (South),,,,19,,,,,
,,Tiruppur (South),,,,17,,,,,
,,Tiruppur (South),,,,20,,,,,
,,Tiruppur (South),,,,16,,,,,
,,Tiruppur (South),,,,12,,,,,
,,Tiruppur (South),,,,18,,,,,
,,Tiruppur (South),,,,10,,,,,
,,Tiruppur (South),,,,9,,,,,
,,Tiruppur (South),,,,15,,,,,
,,Tiruppur (South),,,,13,,,,,
,,Tiruppur (South),,,,21,,,,,
,,Tiruppur (South),,,,6,,,,,
,,Palladam,,,,9,,,,,
,,Palladam,,,,1,,,,,
,,Palladam,,,,2,,,,,
,,Palladam,,,,11,,,,,
,,Palladam,,,,14,,,,,
,,Palladam,,,,18,,,,,
,,Palladam,,,,3,,,,,
,,Palladam,,,,19,,,,,
,,Palladam,,,,4,,,,,
,,Palladam,,,,5,,,,,
,,Palladam,,,,21,,,,,
,,Palladam,,,,20,,,,,
,,Palladam,,,,16,,,,,
,,Palladam,,,,8,,,,,
,,Palladam,,,,12,,,,,
,,Palladam,,,,7,,,,,
,,Palladam,,,,17,,,,,
,,Palladam,,,,10,,,,,
,,Palladam,,,,13,,,,,
,,Palladam,,,,15,,,,,
,,Palladam,,,,6,,,,,
,,Sulur,,,,1,,,,,
,,Sulur,,,,2,,,,,
,,Sulur,,,,3,,,,,
,,Sulur,,,,5,,,,,
,,Sulur,,,,8,,,,,
,,Sulur,,,,4,,,,,
,,Sulur,,,,13,,,,,
,,Sulur,,,,16,,,,,
,,Sulur,,,,10,,,,,
,,Sulur,,,,11,,,,,
,,Sulur,,,,14,,,,,
,,Sulur,,,,15,,,,,
,,Sulur,,,,9,,,,,
,,Sulur,,,,12,,,,,
,,Sulur,,,,7,,,,,
,,Sulur,,,,6,,,,,
,,Kavundampalayam,,,,1,,,,,
,,Kavundampalayam,,,,2,,,,,
,,Kavundampalayam,,,,6,,,,,
,,Kavundampalayam,,,,4,,,,,
,,Kavundampalayam,,,,7,,,,,
,,Kavundampalayam,,,,10,,,,,
,,Kavundampalayam,,,,3,,,,,
,,Kavundampalayam,,,,9,,,,,
,,Kavundampalayam,,,,12,,,,,
,,Kavundampalayam,,,,13,,,,,
,,Kavundampalayam,,,,11,,,,,
,,Kavundampalayam,,,,8,,,,,
,,Kavundampalayam,,,,5,,,,,
,,Coimbatore (North),,,,1,,,,,
,,Coimbatore (North),,,,2,,,,,
,,Coimbatore (North),,,,6,,,,,
,,Coimbatore (North),,,,18,,,,,
,,Coimbatore (North),,,,16,,,,,
,,Coimbatore (North),,,,3,,,,,
,,Coimbatore (North),,,,7,,,,,
,,Coimbatore (North),,,,15,,,,,
,,Coimbatore (North),,,,4,,,,,
,,Coimbatore (North),,,,14,,,,,
,,Coimbatore (North),,,,17,,,,,
,,Coimbatore (North),,,,9,,,,,
,,Coimbatore (North),,,,19,,,,,
,,Coimbatore (North),,,,20,,,,,
,,Coimbatore (North),,,,12,,,,,
