candidate_name,district,constituency,party,votes_total,vote_share_pct,position,gender,age,assets,liabilities,criminal_cases
,,Bodinayakanur,,,,22,,,,,
,,Bodinayakanur,,,,14,,,,,
,,Bodinayakanur,,,,16,,,,,
,,Bodinayakanur,,,,21,,,,,
,,Bodinayakanur,,,,25,,,,,
,,Bodinayakanur,,,,23,,,,,
,,Bodinayakanur,,,,6,,,,,
,,Cumbum,,,,1,,,,,
,,Cumbum,,,,2,,,,,
,,Cumbum,,,,4,,,,,
,,Cumbum,,,,9,,,,,
,,Cumbum,,,,3,,,,,
,,Cumbum,,,,11,,,,,
,,Cumbum,,,,13,,,,,
,,Cumbum,,,,14,,,,,
,,Cumbum,,,,5,,,,,
,,Cumbum,,,,8,,,,,
,,Cumbum,,,,16,,,,,
,,Cumbum,,,,10,,,,,
,,Cumbum,,,,15,,,,,
,,Cumbum,,,,12,,,,,
,,Cumbum,,,,7,,,,,
,,Cumbum,,,,6,,,,,
,,Rajapalayam,,,,1,,,,,
,,Rajapalayam,,,,2,,,,,
,,Rajapalayam,,,,6,,,,,
,,Rajapalayam,,,,4,,,,,
,,Rajapalayam,,,,14,,,,,
,,Rajapalayam,,,,5,,,,,
,,Rajapalayam,,,,3,,,,,
,,Rajapalayam,,,,12,,,,,
,,Rajapalayam,,,,15,,,,,
,,Rajapalayam,,,,13,,,,,
,,Rajapalayam,,,,10,,,,,
,,Rajapalayam,,,,8,,,,,
,,Rajapalayam,,,,11,,,,,
,,Rajapalayam,,,,9,,,,,
,,Rajapalayam,,,,7,,,,,
,,Srivilliputhur,,,,2,,,,,
,,Srivilliputhur,,,,1,,,,,
,,Srivilliputhur,,,,4,,,,,
,,Srivilliputhur,,,,8,,,,,
,,Srivilliputhur,,,,6,,,,,
,,Srivilliputhur,,,,3,,,,,
,,Srivilliputhur,,,,5,,,,,
,,Srivilliputhur,,,,11,,,,,
,,Srivilliputhur,,,,14,,,,,
,,Srivilliputhur,,,,10,,,,,
,,Srivilliputhur,,,,16,,,,,
,,Srivilliputhur,,,,15,,,,,
,,Srivilliputhur,,,,12,,,,,
,,Srivilliputhur,,,,13,,,,,
,,Srivilliputhur,,,,9,,,,,
,,Srivilliputhur,,,,7,,,,,
,,Sattur,,,,1,,,,,
,,Sattur,,,,2,,,,,
,,Sattur,,,,10,,,,,
,,Sattur,,,,18,,,,,
,,Sattur,,,,22,,,,,
,,Sattur,,,,4,,,,,
,,Sattur,,,,5,,,,,
,,Sattur,,,,6,,,,,
,,Sattur,,,,3,,,,,
,,Sattur,,,,15,,,,,
,,Sattur,,,,16,,,,,
,,Sattur,,,,26,,,,,
,,Sattur,,,,19,,,,,
,,Sattur,,,,23,,,,,
,,Sattur,,,,8,,,,,
,,Sattur,,,,9,,,,,
,,Sattur,,,,11,,,,,
,,Sattur,,,,12,,,,,
,,Sattur,,,,21,,,,,
,,Sattur,,,,24,,,,,
,,Sattur,,,,17,,,,,
,,Sattur,,,,25,,,,,
,,Sattur,,,,28,,,,,
,,Sattur,,,,27,,,,,
,,Sattur,,,,20,,,,,
,,Sattur,,,,13,,,,,
,,Sattur,,,,14,,,,,
,,Sattur,,,,7,,,,,
,,Sivakasi,,,,1,,,,,
,,Sivakasi,,,,9,,,,,
,,Sivakasi,,,,2,,,,,
,,Sivakasi,,,,10,,,,,
,,Sivakasi,,,,14,,,,,
,,Sivakasi,,,,18,,,,,
,,Sivakasi,,,,3,,,,,
,,Sivakasi,,,,4,,,,,
,,Sivakasi,,,,22,,,,,
,,Sivakasi,,,,27,,,,,
,,Sivakasi,,,,5,,,,,
,,Sivakasi,,,,25,,,,,
,,Sivakasi,,,,24,,,,,
,,Sivakasi,,,,20,,,,,
,,Sivakasi,,,,19,,,,,
,,Sivakasi,,,,13,,,,,
,,Sivakasi,,,,8,,,,,
,,Sivakasi,,,,16,,,,,
,,Sivakasi,,,,12,,,,,
,,Sivakasi,,,,21,,,,,
,,Sivakasi,,,,11,,,,,
,,Sivakasi,,,,23,,,,,
,,Sivakasi,,,,17,,,,,
,,Sivakasi,,,,7,,,,,
,,Sivakasi,,,,15,,,,,
,,Sivakasi,,,,26,,,,,
,,Sivakasi,,,,6,,,,,
,,Virudhunagar,,,,1,,,,,
,,Virudhunagar,,,,2,,,,,
,,Virudhunagar,,,,9,,,,,
,,Virudhunagar,,,,3,,,,,
,,Virudhunagar,,,,4,,,,,
,,Virudhunagar,,,,5,,,,,
,,Virudhunagar,,,,14,,,,,
,,Virudhunagar,,,,18,,,,,
,,Virudhunagar,,,,7,,,,,
,,Virudhunagar,,,,19,,,,,
,,Virudhunagar,,,,13,,,,,
,,Virudhunagar,,,,17,,,,,
,,Virudhunagar,,,,16,,,,,
,,Virudhunagar,,,,15,,,,,
,,Virudhunagar,,,,12,,,,,
,,Virudhunagar,,,,8,,,,,
,,Virudhunagar,,,,10,,,,,
,,Virudhunagar,,,,11,,,,,
,,Virudhunagar,,,,6,,,,,
,,Aruppukkottai,,,,1,,,,,
,,Aruppukkottai,,,,12,,,,,
,,Aruppukkottai,,,,5,,,,,
,,Aruppukkottai,,,,2,,,,,
,,Aruppukkottai,,,,3,,,,,
,,Aruppukkottai,,,,4,,,,,
,,Aruppukkottai,,,,8,,,,,
,,Aruppukkottai,,,,25,,,,,
,,Aruppukkottai,,,,28,,,,,
,,Aruppukkottai,,,,27,,,,,
,,Aruppukkottai,,,,26,,,,,
,,Aruppukkottai,,,,21,,,,,
,,Aruppukkottai,,,,10,,,,,
,,Aruppukkottai,,,,22,,,,,
,,Aruppukkottai,,,,18,,,,,
,,Aruppukkottai,,,,9,,,,,
,,Aruppukkottai,,,,7,,,,,
,,Aruppukkottai,,,,13,,,,,
,,Aruppukkottai,,,,17,,,,,
,,Aruppukkottai,,,,14,,,,,
,,Aruppukkottai,,,,16,,,,,
,,Aruppukkottai,,,,19,,,,,
,,Aruppukkottai,,,,23,,,,,
,,Aruppukkottai,,,,15,,,,,
,,Aruppukkottai,,,,29,,,,,
,,Aruppukkottai,,,,20,,,,,
,,Aruppukkottai,,,,11,,,,,
,,Aruppukkottai,,,,24,,,,,
,,Aruppukkottai,,,,30,,,,,
,,Aruppukkottai,,,,6,,,,,
,,Tiruchuli,,,,1,,,,,
,,Tiruchuli,,,,2,,,,,
,,Tiruchuli,,,,3,,,,,
,,Tiruchuli,,,,4,,,,,
,,Tiruchuli,,,,10,,,,,
,,Tiruchuli,,,,18,,,,,
,,Tiruchuli,,,,6,,,,,
,,Tiruchuli,,,,7,,,,,
,,Tiruchuli,,,,5,,,,,
,,Tiruchuli,,,,16,,,,,
,,Tiruchuli,,,,21,,,,,
,,Tiruchuli,,,,20,,,,,
,,Tiruchuli,,,,19,,,,,
,,Tiruchuli,,,,13,,,,,
,,Tiruchuli,,,,12,,,,,
,,Tiruchuli,,,,11,,,,,
,,Tiruchuli,,,,9,,,,,
,,Tiruchuli,,,,14,,,,,
,,Tiruchuli,,,,15,,,,,
,,Tiruchuli,,,,17,,,,,
,,Tiruchuli,,,,8,,,,,
,,Paramakudi,,,,8,,,,,
,,Paramakudi,,,,2,,,,,
,,Paramakudi,,,,5,,,,,
,,Paramakudi,,,,1,,,,,
,,Paramakudi,,,,4,,,,,
,,Paramakudi,,,,3,,,,,
,,Paramakudi,,,,12,,,,,
,,Paramakudi,,,,13,,,,,
,,Paramakudi,,,,10,,,,,
,,Paramakudi,,,,15,,,,,
,,Paramakudi,,,,16,,,,,
,,Paramakudi,,,,11,,,,,
,,Paramakudi,,,,7,,,,,
,,Paramakudi,,,,14,,,,,
,,Paramakudi,,,,9,,,,,
,,Paramakudi,,,,6,,,,,
,,Tiruvadanai,,,,7,,,,,
,,Tiruvadanai,,,,2,,,,,
,,Tiruvadanai,,,,1,,,,,
,,Tiruvadanai,,,,8,,,,,
,,Tiruvadanai,,,,3,,,,,
,,Tiruvadanai,,,,11,,,,,
,,Tiruvadanai,,,,5,,,,,
,,Tiruvadanai,,,,4,,,,,
,,Tiruvadanai,,,,15,,,,,
,,Tiruvadanai,,,,12,,,,,
,,Tiruvadanai,,,,16,,,,,
,,Tiruvadanai,,,,14,,,,,
,,Tiruvadanai,,,,9,,,,,
,,Tiruvadanai,,,,13,,,,,
,,Tiruvadanai,,,,10,,,,,
,,Tiruvadanai,,,,6,,,,,
,,Ramanathapuram,,,,10,,,,,
,,Ramanathapuram,,,,1,,,,,
,,Ramanathapuram,,,,2,,,,,
,,Ramanathapuram,,,,12,,,,,
,,Ramanathapuram,,,,3,,,,,
,,Ramanathapuram,,,,6,,,,,
,,Ramanathapuram,,,,5,,,,,
,,Ramanathapuram,,,,20,,,,,
,,Ramanathapuram,,,,16,,,,,
,,Ramanathapuram,,,,19,,,,,
,,Ramanathapuram,,,,14,,,,,
,,Ramanathapuram,,,,17,,,,,
,,Ramanathapuram,,,,15,,,,,
,,Ramanathapuram,,,,8,,,,,
,,Ramanathapuram,,,,4,,,,,
,,Ramanathapuram,,,,11,,,,,
,,Ramanathapuram,,,,18,,,,,
,,Ramanathapuram,,,,7,,,,,
,,Ramanathapuram,,,,13,,,,,
,,Ramanathapuram,,,,9,,,,,
,,Mudhukulathur,,,,2,,,,,
,,Mudhukulathur,,,,10,,,,,
,,Mudhukulathur,,,,1,,,,,
,,Mudhukulathur,,,,8,,,,,
,,Mudhukulathur,,,,5,,,,,
,,Mudhukulathur,,,,19,,,,,
,,Mudhukulathur,,,,15,,,,,
,,Mudhukulathur,,,,12,,,,,
,,Mudhukulathur,,,,3,,,,,
,,Mudhukulathur,,,,4,,,,,
,,Mudhukulathur,,,,21,,,,,
,,Mudhukulathur,,,,20,,,,,
,,Mudhukulathur,,,,17,,,,,
,,Mudhukulathur,,,,13,,,,,
,,Mudhukulathur,,,,18,,,,,
,,Mudhukulathur,,,,6,,,,,
,,Mudhukulathur,,,,7,,,,,
,,Mudhukulathur,,,,16,,,,,
,,Mudhukulathur,,,,9,,,,,
,,Mudhukulathur,,,,14,,,,,
,,Mudhukulathur,,,,23,,,,,
,,Mudhukulathur,,,,24,,,,,
,,Mudhukulathur,,,,22,,,,,
,,Mudhukulathur,,,,11,,,,,
,,Vilathikulam,,,,2,,,,,
,,Vilathikulam,,,,9,,,,,
,,Vilathikulam,,,,1,,,,,
,,Vilathikulam,,,,8,,,,,
,,Vilathikulam,,,,15,,,,,
,,Vilathikulam,,,,4,,,,,
,,Vilathikulam,,,,3,,,,,
,,Vilathikulam,,,,10,,,,,
,,Vilathikulam,,,,6,,,,,
,,Vilathikulam,,,,5,,,,,
,,Vilathikulam,,,,14,,,,,
,,Vilathikulam,,,,13,,,,,
,,Vilathikulam,,,,12,,,,,
,,Vilathikulam,,,,11,,,,,
,,Vilathikulam,,,,16,,,,,
,,Vilathikulam,,,,7,,,,,
,,Thoothukkudi,,,,10,,,,,
,,Thoothukkudi,,,,1,,,,,
,,Thoothukkudi,,,,5,,,,,
,,Thoothukkudi,,,,2,,,,,
,,Thoothukkudi,,,,4,,,,,
,,Thoothukkudi,,,,16,,,,,
,,Thoothukkudi,,,,20,,,,,
,,Thoothukkudi,,,,12,,,,,
,,Thoothukkudi,,,,19,,,,,
,,Thoothukkudi,,,,22,,,,,
,,Thoothukkudi,,,,8,,,,,
,,Thoothukkudi,,,,3,,,,,
,,Thoothukkudi,,,,17,,,,,
,,Thoothukkudi,,,,14,,,,,
,,Thoothukkudi,,,,21,,,,,
,,Thoothukkudi,,,,13,,,,,
,,Thoothukkudi,,,,18,,,,,
,,Thoothukkudi,,,,6,,,,,
,,Thoothukkudi,,,,25,,,,,
,,Thoothukkudi,,,,24,,,,,
,,Thoothukkudi,,,,9,,,,,
,,Thoothukkudi,,,,27,,,,,
,,Thoothukkudi,,,,23,,,,,
,,Thoothukkudi,,,,11,,,,,
,,Thoothukkudi,,,,26,,,,,
,,Thoothukkudi,,,,15,,,,,
,,Thoothukkudi,,,,7,,,,,
,,Tiruchendur,,,,1,,,,,
,,Tiruchendur,,,,2,,,,,
,,Tiruchendur,,,,3,,,,,
,,Tiruchendur,,,,12,,,,,
,,Tiruchendur,,,,7,,,,,
,,Tiruchendur,,,,4,,,,,
,,Tiruchendur,,,,5,,,,,
,,Tiruchendur,,,,13,,,,,
,,Tiruchendur,,,,16,,,,,
,,Tiruchendur,,,,14,,,,,
,,Tiruchendur,,,,10,,,,,
,,Tiruchendur,,,,11,,,,,
,,Tiruchendur,,,,8,,,,,
,,Tiruchendur,,,,15,,,,,
,,Tiruchendur,,,,9,,,,,
,,Tiruchendur,,,,6,,,,,
,,Srivaikuntam,,,,1,,,,,
,,Srivaikuntam,,,,2,,,,,
,,Srivaikuntam,,,,8,,,,,
,,Srivaikuntam,,,,18,,,,,
,,Srivaikuntam,,,,4,,,,,
,,Srivaikuntam,,,,5,,,,,
,,Srivaikuntam,,,,3,,,,,
,,Srivaikuntam,,,,12,,,,,
,,Srivaikuntam,,,,16,,,,,
,,Srivaikuntam,,,,21,,,,,
,,Srivaikuntam,,,,9,,,,,
,,Srivaikuntam,,,,17,,,,,
,,Srivaikuntam,,,,15,,,,,
,,Srivaikuntam,,,,19,,,,,
,,Srivaikuntam,,,,13,,,,,
,,Srivaikuntam,,,,10,,,,,
,,Srivaikuntam,,,,7,,,,,
,,Srivaikuntam,,,,11,,,,,
,,Srivaikuntam,,,,20,,,,,
,,Srivaikuntam,,,,22,,,,,
,,Srivaikuntam,,,,14,,,,,
,,Srivaikuntam,,,,6,,,,,
,,Ottapidaram,,,,5,,,,,
,,Ottapidaram,,,,1,,,,,
,,Ottapidaram,,,,2,,,,,
,,Ottapidaram,,,,6,,,,,
,,Ottapidaram,,,,4,,,,,
,,Ottapidaram,,,,12,,,,,
,,Ottapidaram,,,,8,,,,,
,,Ottapidaram,,,,3,,,,,
,,Ottapidaram,,,,13,,,,,
,,Ottapidaram,,,,18,,,,,
,,Ottapidaram,,,,17,,,,,
,,Ottapidaram,,,,15,,,,,
,,Ottapidaram,,,,14,,,,,
,,Ottapidaram,,,,9,,,,,
,,Ottapidaram,,,,10,,,,,
,,Ottapidaram,,,,11,,,,,
,,Ottapidaram,,,,16,,,,,
,,Ottapidaram,,,,7,,,,,
,,Kovilpatti,,,,1,,,,,
,,Kovilpatti,,,,3,,,,,
,,Kovilpatti,,,,16,,,,,
,,Kovilpatti,,,,17,,,,,
,,Kovilpatti,,,,5,,,,,
,,Kovilpatti,,,,4,,,,,
,,Kovilpatti,,,,13,,,,,
,,Kovilpatti,,,,2,,,,,
,,Kovilpatti,,,,14,,,,,
,,Kovilpatti,,,,23,,,,,
,,Kovilpatti,,,,7,,,,,
,,Kovilpatti,,,,15,,,,,
,,Kovilpatti,,,,27,,,,,
,,Kovilpatti,,,,20,,,,,
,,Kovilpatti,,,,12,,,,,
,,Kovilpatti,,,,11,,,,,
,,Kovilpatti,,,,10,,,,,
,,Kovilpatti,,,,9,,,,,
,,Kovilpatti,,,,18,,,,,
,,Kovilpatti,,,,25,,,,,
,,Kovilpatti,,,,21,,,,,
,,Kovilpatti,,,,22,,,,,
,,Kovilpatti,,,,19,,,,,
,,Kovilpatti,,,,8,,,,,
,,Kovilpatti,,,,26,,,,,
,,Kovilpatti,,,,24,,,,,
,,Kovilpatti,,,,6,,,,,
,,Sankarankovil,,,,2,,,,,
,,Sankarankovil,,,,1,,,,,
,,Sankarankovil,,,,3,,,,,
,,Sankarankovil,,,,7,,,,,
,,Sankarankovil,,,,13,,,,,
,,Sankarankovil,,,,16,,,,,
,,Sankarankovil,,,,5,,,,,
,,Sankarankovil,,,,4,,,,,
,,Sankarankovil,,,,14,,,,,
,,Sankarankovil,,,,15,,,,,
,,Sankarankovil,,,,10,,,,,
,,Sankarankovil,,,,12,,,,,
,,Sankarankovil,,,,11,,,,,
,,Sankarankovil,,,,8,,,,,
,,Sankarankovil,,,,9,,,,,
,,Sankarankovil,,,,6,,,,,
,,Vasudevanallur,,,,1,,,,,
,,Vasudevanallur,,,,2,,,,,
,,Vasudevanallur,,,,8,,,,,
,,Vasudevanallur,,,,11,,,,,
,,Vasudevanallur,,,,7,,,,,
,,Vasudevanallur,,,,4,,,,,
,,Vasudevanallur,,,,5,,,,,
,,Vasudevanallur,,,,3,,,,,
,,Vasudevanallur,,,,10,,,,,
,,Vasudevanallur,,,,12,,,,,
,,Vasudevanallur,,,,9,,,,,
,,Vasudevanallur,,,,6,,,,,
,,Kadayanallur,,,,1,,,,,
,,Kadayanallur,,,,5,,,,,
,,Kadayanallur,,,,3,,,,,
,,Kadayanallur,,,,13,,,,,
,,Kadayanallur,,,,4,,,,,
,,Kadayanallur,,,,2,,,,,
,,Kadayanallur,,,,14,,,,,
,,Kadayanallur,,,,20,,,,,
,,Kadayanallur,,,,22,,,,,
,,Kadayanallur,,,,21,,,,,
,,Kadayanallur,,,,15,,,,,
,,Kadayanallur,,,,18,,,,,
,,Kadayanallur,,,,17,,,,,
,,Kadayanallur,,,,12,,,,,
,,Kadayanallur,,,,8,,,,,
,,Kadayanallur,,,,7,,,,,
,,Kadayanallur,,,,10,,,,,
,,Kadayanallur,,,,19,,,,,
,,Kadayanallur,,,,11,,,,,
,,Kadayanallur,,,,16,,,,,
,,Kadayanallur,,,,9,,,,,
,,Kadayanallur,,,,6,,,,,
,,Tenkasi,,,,2,,,,,
,,Tenkasi,,,,1,,,,,
,,Tenkasi,,,,9,,,,,
,,Tenkasi,,,,8,,,,,
,,Tenkasi,,,,19,,,,,
,,Tenkasi,,,,15,,,,,
,,Tenkasi,,,,5,,,,,
,,Tenkasi,,,,4,,,,,
,,Tenkasi,,,,17,,,,,
,,Tenkasi,,,,3,,,,,
,,Tenkasi,,,,14,,,,,
,,Tenkasi,,,,13,,,,,
,,Tenkasi,,,,16,,,,,
,,Tenkasi,,,,18,,,,,
,,Tenkasi,,,,11,,,,,
,,Tenkasi,,,,6,,,,,
,,Tenkasi,,,,10,,,,,
,,Tenkasi,,,,12,,,,,
,,Tenkasi,,,,7,,,,,
,,Alangulam,,,,1,,,,,
,,Alangulam,,,,2,,,,,
,,Alangulam,,,,5,,,,,
,,Alangulam,,,,8,,,,,
,,Alangulam,,,,4,,,,,
,,Alangulam,,,,7,,,,,
,,Alangulam,,,,9,,,,,
,,Alangulam,,,,11,,,,,
,,Alangulam,,,,10,,,,,
,,Alangulam,,,,3,,,,,
,,Alangulam,,,,6,,,,,
,,Tirunelveli,,,,8,,,,,
,,Tirunelveli,,,,1,,,,,
,,Tirunelveli,,,,2,,,,,
,,Tirunelveli,,,,3,,,,,
,,Tirunelveli,,,,11,,,,,
,,Tirunelveli,,,,4,,,,,
,,Tirunelveli,,,,10,,,,,
,,Tirunelveli,,,,9,,,,,
,,Tirunelveli,,,,14,,,,,
,,Tirunelveli,,,,6,,,,,
,,Tirunelveli,,,,15,,,,,
,,Tirunelveli,,,,12,,,,,
,,Tirunelveli,,,,13,,,,,
,,Tirunelveli,,,,7,,,,,
,,Tirunelveli,,,,5,,,,,
,,Ambasamudram,,,,2,,,,,
,,Ambasamudram,,,,1,,,,,
,,Ambasamudram,,,,7,,,,,
,,Ambasamudram,,,,5,,,,,
,,Ambasamudram,,,,3,,,,,
,,Ambasamudram,,,,4,,,,,
,,Ambasamudram,,,,10,,,,,
,,Ambasamudram,,,,13,,,,,
,,Ambasamudram,,,,12,,,,,
,,Ambasamudram,,,,11,,,,,
,,Ambasamudram,,,,9,,,,,
,,Ambasamudram,,,,8,,,,,
,,Ambasamudram,,,,6,,,,,
,,Palayamkottai,,,,1,,,,,
,,Palayamkottai,,,,2,,,,,
,,Palayamkottai,,,,4,,,,,
,,Palayamkottai,,,,5,,,,,
,,Palayamkottai,,,,3,,,,,
,,Palayamkottai,,,,8,,,,,
,,Palayamkottai,,,,9,,,,,
,,Palayamkottai,,,,7,,,,,
,,Palayamkottai,,,,11,,,,,
,,Palayamkottai,,,,10,,,,,
,,Palayamkottai,,,,6,,,,,
,,Nanguneri,,,,2,,,,,
,,Nanguneri,,,,8,,,,,
,,Nanguneri,,,,1,,,,,
,,Nanguneri,,,,10,,,,,
,,Nanguneri,,,,12,,,,,
,,Nanguneri,,,,3,,,,,
,,Nanguneri,,,,15,,,,,
,,Nanguneri,,,,4,,,,,
,,Nanguneri,,,,9,,,,,
,,Nanguneri,,,,6,,,,,
,,Nanguneri,,,,14,,,,,
,,Nanguneri,,,,7,,,,,
,,Nanguneri,,,,16,,,,,
,,Nanguneri,,,,13,,,,,
,,Nanguneri,,,,11,,,,,
,,Nanguneri,,,,5,,,,,
,,Radhapuram,,,,1,,,,,
,,Radhapuram,,,,9,,,,,
,,Radhapuram,,,,2,,,,,
,,Radhapuram,,,,4,,,,,
,,Radhapuram,,,,15,,,,,
,,Radhapuram,,,,14,,,,,
,,Radhapuram,,,,11,,,,,
,,Radhapuram,,,,3,,,,,
,,Radhapuram,,,,21,,,,,
,,Radhapuram,,,,23,,,,,
,,Radhapuram,,,,19,,,,,
,,Radhapuram,,,,24,,,,,
,,Radhapuram,,,,17,,,,,
,,Radhapuram,,,,12,,,,,
,,Radhapuram,,,,20,,,,,
,,Radhapuram,,,,8,,,,,
,,Radhapuram,,,,7,,,,,
,,Radhapuram,,,,22,,,,,
,,Radhapuram,,,,10,,,,,
,,Radhapuram,,,,5,,,,,
,,Radhapuram,,,,26,,,,,
,,Radhapuram,,,,13,,,,,
,,Radhapuram,,,,25,,,,,
,,Radhapuram,,,,18,,,,,
,,Radhapuram,,,,16,,,,,
,,Radhapuram,,,,6,,,,,
,,Kanniyakumari,,,,2,,,,,
,,Kanniyakumari,,,,7,,,,,
,,Kanniyakumari,,,,1,,,,,
,,Kanniyakumari,,,,3,,,,,
,,Kanniyakumari,,,,5,,,,,
,,Kanniyakumari,,,,4,,,,,
,,Kanniyakumari,,,,8,,,,,
,,Kanniyakumari,,,,14,,,,,
,,Kanniyakumari,,,,12,,,,,
,,Kanniyakumari,,,,13,,,,,
,,Kanniyakumari,,,,11,,,,,
,,Kanniyakumari,,,,10,,,,,
,,Kanniyakumari,,,,9,,,,,
,,Kanniyakumari,,,,6,,,,,
,,Nagercoil,,,,1,,,,,
,,Nagercoil,,,,2,,,,,
,,Nagercoil,,,,5,,,,,
,,Nagercoil,,,,16,,,,,
,,Nagercoil,,,,7,,,,,
,,Nagercoil,,,,4,,,,,
,,Nagercoil,,,,3,,,,,
,,Nagercoil,,,,10,,,,,
,,Nagercoil,,,,12,,,,,
,,Nagercoil,,,,15,,,,,
,,Nagercoil,,,,9,,,,,
,,Nagercoil,,,,8,,,,,
,,Nagercoil,,,,13,,,,,
,,Nagercoil,,,,14,,,,,
,,Nagercoil,,,,11,,,,,
,,Nagercoil,,,,6,,,,,
,,Colachal,,,,9,,,,,
,,Colachal,,,,5,,,,,
,,Colachal,,,,1,,,,,
,,Colachal,,,,2,,,,,
,,Colachal,,,,6,,,,,
,,Colachal,,,,3,,,,,
,,Colachal,,,,7,,,,,
,,Colachal,,,,13,,,,,
,,Colachal,,,,4,,,,,
,,Colachal,,,,12,,,,,
,,Colachal,,,,11,,,,,
,,Colachal,,,,10,,,,,
,,Colachal,,,,8,,,,,
,,Padmanabhapuram,,,,1,,,,,
,,Padmanabhapuram,,,,5,,,,,
,,Padmanabhapuram,,,,2,,,,,
,,Padmanabhapuram,,,,3,,,,,
,,Padmanabhapuram,,,,4,,,,,
,,Padmanabhapuram,,,,7,,,,,
,,Padmanabhapuram,,,,13,,,,,
,,Padmanabhapuram,,,,9,,,,,
,,Padmanabhapuram,,,,8,,,,,
,,Padmanabhapuram,,,,12,,,,,
,,Padmanabhapuram,,,,10,,,,,
,,Padmanabhapuram,,,,11,,,,,
,,Padmanabhapuram,,,,6,,,,,
,,Vilavancode,,,,5,,,,,
,,Vilavancode,,,,1,,,,,
,,Vilavancode,,,,2,,,,,
,,Vilavancode,,,,3,,,,,
,,Vilavancode,,,,7,,,,,
,,Vilavancode,,,,16,,,,,
,,Vilavancode,,,,10,,,,,
,,Vilavancode,,,,13,,,,,
,,Vilavancode,,,,8,,,,,
,,Vilavancode,,,,12,,,,,
,,Vilavancode,,,,4,,,,,
,,Vilavancode,,,,15,,,,,
,,Vilavancode,,,,11,,,,,
,,Vilavancode,,,,14,,,,,
,,Vilavancode,,,,9,,,,,
,,Vilavancode,,,,6,,,,,
,,Killiyoor,,,,4,,,,,
,,Killiyoor,,,,1,,,,,
,,Killiyoor,,,,2,,,,,
,,Killiyoor,,,,6,,,,,
,,Killiyoor,,,,7,,,,,
,,Killiyoor,,,,15,,,,,
,,Killiyoor,,,,3,,,,,
,,Killiyoor,,,,14,,,,,
,,Killiyoor,,,,5,,,,,
,,Killiyoor,,,,12,,,,,
,,Killiyoor,,,,9,,,,,
,,Killiyoor,,,,10,,,,,
,,Killiyoor,,,,11,,,,,
,,Killiyoor,,,,13,,,,,
,,Killiyoor,,,,8,,,,,
